busqueda,titulo,empresa,ubicacion,url,salario,plataforma,descripcio,Fecha De Publicacion
frontend,"Web Developer + programmer analyst ( API's, Javascript) ",Oracle,"México, México",https://mx.linkedin.com/jobs/view/web-developer-%2B-programmer-analyst-api-s-javascript-at-oracle-2791914350?refId=X3An95NLqZ3rAy0lfn%2Fufw%3D%3D&trackingId=sipsRYGBC5GhdLn8Nb1F9A%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,N/A,Linkedin,"Oracle Applications Labs (OAL) is seeking a successful application developer who is looking for an opportunity to contribute to Oracle’s move to the Cloud by joining Oracle’s Global Internal Support Center of Excellence. The developer will work with talented OAL colleagues to analyze existing programs and formulate logic for new, complex internal systems. The role will work for the OAL Internal Support manager and collaborate closely with the analysts, business contacts, and the larger project team.Developer's Essential Functions:The Application Developer will join their colleagues in providing high quality implementation solutions and production support. Design, develop, test, document, and supportapplication enhancements and integrationsstandard and advanced reporting solutions for management, compliance, data quality, and organizational insightsolutions for key business needs using standard application configurations as well as advanced automated processingResearch and implement Oracle products that complement the Internal Support solutionManage/test mandatory application upgrades as well as monthly releases Manage production support new user, and team on-boarding initiativesEngage with application product and community support as well as corporate cloud operation teams for support and technical integration dependenciesWork with Analysts to design/develop solutions to meet business requirementsRecommend changes to development, maintenance, and system standardsSuggest ways to reduce technical debtDeveloper's Qualifications:Three to four years working with Oracle Fusion Cloud applications, Service applications for IT ticketing management, or related business processing applicationsSQL, PL/SQL or similar query languagesPHP, HTML, JavaScript, JSON, SOAP, REST, or similar technologies development experienceVisual Builder and oJet experience is a plusAPI Integration experience is a plusFamiliar with application administration, system administration, project management, release management, production support, or operational supportStrong inter-personal skills ability to communicate confidently (both written and verbal communication) with peers and management within technical and business teamsFamiliar with Agile principles and roles. Scrum master is a plusSelf-motivated, enthusiastic and driven to innovateAbility to adapt to a changing environment and prioritiesAble to prioritize in a multi-tasking environmentDeveloper is driven by:A laser-focused commitment to data quality and securityA desire to add value to every actionA commitment to learning, taking on challenges, and helping all colleagues succeed",09/11/2021
frontend,Front End Developer,Page Personnel,"México, México",https://mx.linkedin.com/jobs/view/front-end-developer-at-page-personnel-2778916516?refId=X3An95NLqZ3rAy0lfn%2Fufw%3D%3D&trackingId=a3v5SpdjHqwJm%2FqTO9uRgA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,N/A,Linkedin,"Client detailsWith more than 20,000 professionals around the world, is one of the best technology company.Job descriptionBuild the next generation of digital products leveraging the latest UI technologies and architectures.Candidate profile* Enjoy solving problems.* Being capable of taking a step back to look at a bigger picture.* Intermediate/advanced English.* Experience with JavaScript architectures with Angular 2+, VueJS and/or React.* Experience with Node, NNPM, Gulp, Grunt, Bootstrap.* Knowledge in algorithms, design patterns and modularization.* Experience with JSON and RESTful services.* Experience with Agile Methods.Job offer* Develop your career in our Studios. Each Studio represents deep pockets of expertise on the latest technologies and trends and delivers tailored solutions focused on specific challenges.* Make an impact. Work in large-scale projects globally.",01/11/2021
frontend,Programador Jr,FANTASIAS MIGUEL S.A DE C.V,"Tultitlán, México, México",https://mx.linkedin.com/jobs/view/programador-jr-at-fantasias-miguel-s-a-de-c-v-2786275865?refId=X3An95NLqZ3rAy0lfn%2Fufw%3D%3D&trackingId=evHyF%2BGWfvNe6%2BhXraVDaQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,N/A,Linkedin,"Arte Manual Decorativo S.A. de C.V.Somos una empresa con más de 50 años de experiencia en la fabricación de artículos decorativos y manualidades de la más alta calidad, nos encontramos en crecimiento ¡Ven y Únete a nuestro equipo de trabajo comoPROGRAMADORFunciones Desarrollar consultas y reportes en bases de datos SQL. Programar en plataforma web con lenguaje C#. Documentar los procesos y diseños de los sistemas de cómputo. Administrar los sistemas y/o módulos de los sistemas internos de la compañía Apoyar en las demás actividades que se encomienden y que se deriven de la propia naturaleza de puesto y del área de Sistemas. Diseñar interfaz grafica de usuario.RequirementsRequisitosExperiencia minima de 1 año COMPROBABLE.Conocimiento en lenguaje de Programación C Sharp orientado a WEB,JavaScript,HTML,XML,CSS,ASP NET.Consultas en base de datos SQL ServerConocimientos de diagramación lógica.Excel avanzadoConsultas en base de datos SQL ServerBenefitsOfrecemos$8,000 mensuales libresvales de despensaseguro de vidafondo de ahorroservicio de comedordescuentos en nuestros productosprestaciones de ley desde el primer dia.Si cumples con los requisitos postúlate mediante este medio.Búscanos en Facebook: Arte Manual Decorativo",01/11/2021
frontend,Programador Jr,FANTASIAS MIGUEL S.A DE C.V,"Tultitlán, México, México",https://mx.linkedin.com/jobs/view/programador-jr-at-fantasias-miguel-s-a-de-c-v-2764462590?refId=X3An95NLqZ3rAy0lfn%2Fufw%3D%3D&trackingId=uAiJh%2BPRHlVkYXmzscYiuQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,N/A,Linkedin,"Arte Manual Decorativo S.A. de C.V.Somos una empresa con más de 50 años de experiencia en la fabricación de artículos decorativos y manualidades de la más alta calidad, nos encontramos en crecimiento ¡Ven y Únete a nuestro equipo de trabajo comoPROGRAMADORFunciones Programar interfaz gráfica en plataforma web. Documentar los procesos y diseños de los sistemas de cómputo. Ejecutar y documentar pruebas a los desarrollos. Apoyar en las demás actividades que se encomienden y que se deriven de la propia naturaleza de puesto y del área de Sistemas.RequirementsExperiencia minima de 6 meses COMPROBABLE.Conocimiento en lenguaje de Programación C Sharp orientado a WEB,JavaScript,HTML,XML,CSS,ASP NET.Consultas en base de datos SQL ServerConocimientos de diagramación lógica.Excel avanzadoConsultas en base de datos SQL ServerBenefitsOfrecemos$8,000 mensuales libresvales de despensaseguro de vidafondo de ahorroservicio de comedordescuentos en nuestros productosprestaciones de ley desde el primer díaestabilidad laboral",01/11/2021
frontend,Desarrollador de app,MedNet Solutions S de RL de CV,"México, México",https://mx.linkedin.com/jobs/view/desarrollador-de-app-at-mednet-solutions-s-de-rl-de-cv-2795287624?refId=X3An95NLqZ3rAy0lfn%2Fufw%3D%3D&trackingId=1R6v3%2BrmP6aN11WLdQdXxg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,N/A,Linkedin,"En MedNet Solutions estamos en la búsqueda de un desarrollador App.La posición tendrá como responsabilidades: -Diseño y desarrollo de aplicaciones móviles.-Desarrollo de interfaces.-Ejecución de pruebas unitarias de desarrollo.-Mantenimiento, actualización e implementación de nuevas funcionalidades.-Asegurar funcionalidad entre la parte funcional y la técnica.-Control de calidad en cambios de código.Para tener éxito como desarrollador de apps, tienes que estar muy familiarizado con los diversos sistemas operativos móviles. También se requiere un conocimiento profundo de los lenguajes de programación para crear aplicaciones para móviles. Un requisito para el trabajo es el pensamiento analítico y estructurado. Y por supuesto, necesitarás buenas dotes de comunicación tanto para entender las necesidades del cliente interno, como para trabajar en equipo.Habilidades técnicas: Experiencia en desarrollo:  Backend web y mobile con:	.Net Core C# y React Native  Frontend con:	React, HTML, Bootstrap, JQuery, CSSMuy buen conocimiento de HTML, CSS y JavaScriptConocimientos de diseño de interfaz de usuarioConocimientos de comunicaciones server-client con servicios (HTTP, AJAX, REST, JSON, WebServices)Conocimientos de: SQL Server, MySql, Store Procedures, Querys Experiencia en creación interfaces con API RestConocimientos de Android nativo, Android SDK e iOS nativoExperiencia con repositorio de código y versionado de software (Git)Experiencia en depuración, optimización y seguridadConocimientos de arquitectura software y creación de código limpioCapacidad de organización y trabajo en equipo.Deseable: conocimientos de XamarinOfrecemos:Muy buen clima laboral donde se valora el trabajo en equipo cooperativo.Foco en objetivos.100% remoto.Enviar CV con remuneración pretendida y ejemplos de desarrollos previos a:",12/11/2021
frontend,React Developer,INDI Staffing Services,"Ecatepec de Morelos, México, México",https://mx.linkedin.com/jobs/view/react-developer-at-indi-staffing-services-2790486683?refId=X3An95NLqZ3rAy0lfn%2Fufw%3D%3D&trackingId=2t%2Fx5ca1Au5cPL7%2BZuJohw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,N/A,Linkedin,"Recognized as the leading software development company in the Americas, our client offers 100% remote modality and an excellent work environment in which employees can thrive, work in multicultural teams, with flexible schedules and endless growth opportunities.About the Role:We are looking for React Senior Developers to join our Development team to design and implement user interface components for web and mobile applications using the React open-source library ecosystem.Main Activities:- Design practical solutions to solve problems. - Participate in code reviews, testing. - Provide the technology for a platform that facilitates monthly requests. - Work with big data and predictive analytics on a distributed system. - Collaborate with the developing team, product owners, client services, to innovate and get the tasks done.Requirements:- At least 5 years of experience in FrontEnd development with strong skills in Javascript, CSS3 and HTML5.- At least 1 year of experience developing Web applications using ReactJS, Flux, Redux, Relay, etc.- Experience with other Javascript Frameworks such as Angular, Backbone, Marionette.- Experience using ES2015 (ES6 / ES7).- Experience with command lines, APIs, and client-side performance.- Familiar with the concepts of basic programming, data structures, types of variables and idiosyncrasies.- Proficient in English.Benefits:- 100% remote work.- Flexible hours - make your own schedule!- Diverse and multicultural work environment.- Paid parental leave, vacation & holidays.- Hardware setup for you to work from home. - Excellent compensation — well above the market average.- Extensive opportunities for growth and professional development thanks to our mentoring system.Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!",08/11/2021
frontend,Desarrollador .NET,Idea Develop Matter,Desde casa,https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dfo0x1UPM_A0Sog65XIGg53_YjEbR7wihQDJqUrT0Bdu3C-FqmsREsb5-JnJux2ERi96rdrK4viIz0FQTqV_kUcb4bOAH1fv9kR1lWOD5yrq02UIyS-2puo9C7aXXYIP8iImF4f4lPyD-8BvOb284kmlNP4cu_4w3YjikjX2uLolYItLyLfBE_es3UjhbRZbJc7EhnnuImeETHWZOZQpQIYbiIpbTYxVwsyL654Wg_GsliFdmTh44x2yvrr6IsyFOkBmMZGMF56p_qnxw9yh2S4d8r-_mbl0h2g83xRzUKW7gZgBxkKmwcdQNDyIZYKLf-U9qOl-WJOe42P32vACQPxZwY2rC_bOLlVoe2RwCBMcRNcNF6Yni8kD9CoUdQLMhh8Eg5suFqFXh6UDnFTlRYTgIdrgf3jxH-fORQw-Ua3LLya4lCqOun70dNE7Wz_lBmBZgqASKn27xgbkep-VWmWKNqrrNJp9U=&p=0&fvj=1&vjs=3,"$30,000 al mes",Indeed,"Descripción de la empresaEmpresa dedicada a proveer soluciones de ITDescripción del empleoDesarrollador .NET:C#.NET 5ASP.NET MVC / WebAPISQL ServerAzureJavaScriptDeseable:Xamarin Forms (iOS, Android)Duración del contrato: 3 mesesMas de 8 años de experiencia desarrollando sistemas principalmente en .NETDesde FrontEnd como BackEndsTipo de puesto: Tiempo completo, Por contratoSalario: $30,000.00 al mesBeneficios:Trabajar desde casaHorario:Turno de 8 horasTrabajar desde casa:Sí",16/10/2021
frontend,Desarrollador Frontend,GFT Technologies SE,Edo. de México,https://mx.indeed.com/rc/clk?jk=e7331fcef8b8168e&fccid=9c7e8e5419364b6c&vjs=3,N/A,Indeed,"Desarrollador FrontendFecha: 12-nov-2021Población: MéxicoEmpresa: GFT Technologies SEQuiénes somos?GFT es una compañía tecnológica en la que confían instituciones financieras líderes a nivel internacional para satisfacer las demandas de la transformación digital. La innovación y la creatividad forman parte de nuestro ADN y son la clave de nuestro éxito.¿Qué estamos buscando?Para nuestra sede en Ciudad de México, buscamos Desarrollador Front End que quieran desarrollar su carrera profesional en el sector TI. ¿Te gustaría trabajar en un ambiente internacional y diverso? ¿Tienes un perfil orientado a cliente? ¿Te gusta mantenerte al día de las tendencias tecnológicas? ¿Eres flexible y te encanta trabajar en equipo? Entonces, eres la persona que estamos buscando.Experiencia solicitada:Conocimiento en AngularPruebas unitariasSaaS/LessCSSBuenas prácticasJavascriptConsumo e integración de servicios restProgramación reactiva RXJS / REDUX¡Si estás interesado en la posición, por favor contactános para detallar el proceso!En cumplimiento con las disposiciones en materia de Protección de Datos Personales, te informamos que la información que nos proporciones, será tratada conforme al Aviso de Privacidad que encontrarás en nuestra página web.En el apartado: Aviso de privacidad para el tratamiento de datos personales – Candidatos.",N/A
frontend,FRONTEND DEVELOPER,"Scotiabank4,792 evaluaciones","4,792 evaluaciones",https://mx.indeed.com/rc/clk?jk=4661f7a77bfb9ba8&fccid=3002307a9e5b4706&vjs=3,N/A,Indeed,"¡Gracias por tu interés en Scotiabank!Scotiabank es Great Place To Work, postúlate y sé parte de unos de los mejores lugares para trabajar en MéxicoFRONTEND DEVELOPERFUNCIONES:Estar en constante comunicación con las distintas áreas que conforman a la Fábrica Digital con la finalidad de contribuir a los objetivos y lograr una mejor experiencia a los clientes.Participar en la fase de testing: desarrollar y testear cada componente asegurando su correcta integraciónContribuir al diseño, definición y desarrollo de nuevas soluciones técnicas.REQUISITOSReactES6, HTML5, CSS3JavascriptImplementación de los principios SOLIDPruebas Unitarias basadas en TDDVersionamiento de código con GITPatrones de diseñoImplementación de paradigmas de orientación funcional y orientada a objetosOFRECEMOS:Sueldo competitivoContratación directa con la InstituciónPrestaciones Superiores a la LeyDesarrollo profesional y crecimiento dentro del grupo ScotiabankZona de trabajo: Alcaldía Miguel Hidalgo - Plaza ScotiabankScotiabank está considerado como el mejor grupo financiero para trabajar en México, con presencia internacional.**Scotiabank es una empresa incluyente, que respeta la diversidad y no hace ningún tipo de discriminación****Bajo ninguna circunstancia solicita pruebas de embarazo, ni de VIH**",N/A
frontend,Desarrollador Frontend,Phinder,"Coyoacán, CDMX",https://mx.indeed.com/company/Phinder/jobs/Desarrollador-frontend-3f777e8b83c96927?fccid=b6c85818a0d23833&vjs=3,"$36,000 al mes -Indefinido",Indeed,"ConocimientoHTML.CSS.JavaScript.Angular.Ionic.Empleo: Seguro de Gastos Médicos Mayores.Seguro de Vida por $500,000.00Sueldo de 36,000 Netos / Libres.Modalidad 100% Home office.Asignación de la laptop.Modalidad de empleo: Interno o Freelance.Tipo de puesto: IndefinidoSalario: $36,000.00 al mesBeneficios:Seguro de gastos médicos mayoresSeguro de vidaHorario:Turno de 8 horas",27/10/2021
frontend,DESARROLLADOR FRONTEND,e-Bitware,Desde casa,https://mx.indeed.com/rc/clk?jk=1c9dbda0c16d02f3&fccid=8cbc066076207470&vjs=3,"$20,000 - $25,000 al mes",Indeed,"J2E SOLUCIONES consultora especializada en soluciones tecnológicas te invita a formar parte de su equipo de trabajo como:DESARROLLADOR FRONT ENDEdad: 20 años en adelanteSexo: IndistintoEstado civil: IndistintoCarrera : Ing. en Sistemas Informáticos o a fin.Experiencia : 1 año en Desarrollo WebCONOCIMIENTOS GENERALES: Desarrollador FrontEnd con experiencia +2 años en Angular (obligatorio) Vue (opcional) React (opcional) Gran dominio de Vanilla JavaScript HTML 5 CSS3 GIT SASS JAVASCRIPT TYPESCRIPT NODE JS (Para manejo del entorno de desarrollo) ANGULAR MATERIAL - NGX BOOTSTRAP Conocimientos basicos de Back-EndOFRECEMOS$15,000 a $27,000 netos mensuales según experiencia100% home office por Covid 19Prestaciones de Ley a partir del 3er mesSI TE ENCUENTRAS INTERESADO POSTULATE POR ESTE MEDIO",N/A
frontend,Vue Frontend Developer,Plerk,Desde casa,https://mx.indeed.com/rc/clk?jk=787b69a279db3f14&fccid=325f0fce19d2f70d&vjs=3,N/A,Indeed,"We are looking for a qualified Front-end Developer to join our IT team. You will be responsible for building the ‘client-side’ of our web applications. You should be able to translate our company and customer needs into functional and appealing interactive applications.If you’re interested in creating a user-friendly environment by writing code and moving forward in your career, then this job is for you. We expect you to be a tech-savvy professional, who is curious about new digital technologies and aspires to combine usability with visual design.You should be able to create a functional and attractive digital environment for our company, ensuring a great user experience.ResponsibilitiesImplement front-end components with Vue.js frameworkCreate reusable, effective, and scalable JavaScript codeTranslate the technical requirements into codeTest and update web application so that it can be used on all web browsersUse markup languages like HTML to create user-friendly web pagesMaintain and improve websiteCreate quality mockups and prototypesRequirementsProven work experience as a Front-end developer (vue.js)Hands-on experience with markup languages (HTML) and CSS3,Experience with JavaScript, JavaScript frameworks (Vue, React, Angular, or equivalent)Familiarity with browser testing and debuggingUnderstanding of the entire web development process (design, development, and deployment)Experience working with RESTful APIsExperience with version control (GIT, GITFLOW) or familiarity with Gitlab(Github, Bitbucket)ExtrasExperience with responsive design, media-querys and mobile firstExperience with email templatesknowledge about atomic design methodologyknowledge about CSS with BEM methodology",N/A
frontend,Frontend Developer,3 Hunters,Ciudad de México,https://mx.indeed.com/rc/clk?jk=ca4be271487adb83&fccid=464ed23b9e4939d5&vjs=3,"$45,000 al mes",Indeed,"Marketplace mas grande en Latinoamerica busca apasionados por la técnologia que busquen transofrmar al mundo a traves de ella.Frontend DeveloperSu enfoque principal será desarrollar componentes de interfaz de usuario e implementarlos siguiendo flujos de trabajo conocidos de React.js (como Flux o Redux). Se asegurará de que estos componentes y la aplicación general sean robustos y fáciles de mantener. Coordinará con el resto del equipo que trabaja en diferentes capas de la infraestructura. Por lo tanto, es importante un compromiso con la resolución colaborativa de problemas, el diseño sofisticado y el producto de calidad.Ofrecemos:Contrato indefinido y plan de carrera100% Nominal más prestaciones superioresModalidad: 100% remotoCapacitacion continuaInteresados enviar CV al email aldo@3hunters.infoRequerimientos:Frontend DeveloperRequisitos:Al menos 3 años construyendo aplicaciones web con JavascriptExperiencia previa trabajando como desarrollador react.js.Experiencia con flujos de trabajo populares de React.js (como Flux o Redux)Gran dominio de JavaScript, incluida la manipulación DOM y el modelo de objetos de JavaScriptFamiliaridad con las especificaciones más recientes de EcmaScriptFamiliaridad con las API RESTfulConocimiento de los mecanismos de autorización modernos, como JSON Web TokenResponsive Desing - AvanzadoCSS - AvanzadoTypeScript - IntermedioPixel Perfect - IntermedioGIT - Intermedio",N/A
frontend,Desarrollador FrontEnd,Sngular4 evaluaciones,4 evaluaciones,https://mx.indeed.com/rc/clk?jk=5a32270f0b58e405&fccid=38de3a18fec5096f&vjs=3,N/A,Indeed,"¿A QUIÉN buscamos?A un apasionado de tirar código, que quiera especializarse en desarrollar aplicaciones web, elegantes y responsivas que escalen a millones de usuarios y que siempre busque soluciones fuera de la caja.¿QUÉresponsabilidades tendrás?Generar códigos JavaScript, HTML y CSS de nivel experto para navegadores modernos.Interactuar con otros desarrolladores para planificar y organizar el desarrollo de los productos de nuestros clientes.Levantar y ejecutar requerimientos de usuario, usando productos existentes o creando nuevosComprender e implementar tecnologías en toda la pila web.¿QUÉ requisitos buscamos?Mínimo 2 años de experiencia desarrollando con JavaScript, para todo tipo de aplicaciones.Maquetación con buena semánticaCapacidad de liderazgoExperiencia con Metodologías ágilesHabilidades:JavaScriptHTML5CSS3Manejo de frameworks como Polymer, Angular o React.",N/A
frontend,Trainne Front End Jr,Eos Software The Fintech Co,"Colonia Lomas de Chapultepec, CDMX",https://mx.indeed.com/company/Eos-Software-The-Fintech-Co/jobs/Trainne-front-end-junior-774e47290271c9ed?fccid=42af00fdadebb55a&vjs=3,Indefinido,Indeed,"Eos Fintech Co empresa líder de Plataformas digitales para servicios financieros te invita a formar parte de su equipo de trabajo como Trainne Front End JuniorConocimientos, destrezas y habilidadesConocimiento en maquetaciónConocimiento en React JsExperiencia básica en Linux y Git.Experiencia con restricciones de diseño, multiplataforma y de navegador cruzado en la web.Comprensión competente del marcado web, incluido HTML5, CSS3.Conocimiento sólido de algoritmos y patrones de diseño.Siente pasión por la calidad y la escritura de código limpio y legible que se amplíe y funcione bien.Comprensión básica de las plataformas de preprocesamiento CSS del lado del servidor, como LESS y SASS.Habilidades de diseño de software para una aplicación robusta.Hábil para escribir códigos de calidad reutilizables. Contribuir al desarrollo de aplicaciones web de una sola página a gran escala.Se prefiere el conocimiento básico de Vue.js.RasgosAtención a los detallesAuto iniciadorOrganizadoResolución de problemasCredenciales y experiencia 1+ años en el desarrollo de frontend, preferido.Licenciatura, preferida en sistemas computacionales a finSI ESTAS INTERESADO EN LA VACANTE POSTULATE POR ESTE MEDIO Y EN BREVE NOS CONTACTAMOS CONTIGOTipo de puesto: Por contrato, IndefinidoBeneficios:Bebidas gratisCaja de ahorroDescuentos y precios preferencialesTrabajar desde casaVacaciones superiores a las de leyHorario:Lunes a viernesTurno de 8 horasPago complementario:Bono anualBono de permanencia",11/11/2021
frontend,MID/SR FRONTEND REACT,Svitla Systems,Desde casa,https://mx.indeed.com/rc/clk?jk=133e1a59b2520b0d&fccid=2f27a82023b4a64f&vjs=3,N/A,Indeed,"Svitla Systems Inc. is looking for a Middle/Senior Front End React Developer for a full-time position (40 hours per week) in Mexico. Our client makes and markets intelligent digital products. The client’s services cover their planning, design, engineering, and growth. The company builds apps, websites, eCommerce platforms, and experiences that create value for humans.Requirements:3+ years of experience in front-end development.6 years of overall experience in development.Proven background in JavaScript with SCSSProficiency in React.Expertise in TypeScript.Expertise in Node.js.Experience with Unit Testing.Strong programming and problem-solving skills.Strong communication and collaboration skills.Ability to communicate in English on a daily basis.A good grasp of Agile methodology.Responsibilities:Support internal development and initiatives.Deliver appropriately developed and tested software that meets the defined requirements.Provide Unit Tests to sustain quality.Write clean code to develop functional web applications.Will be a plus:Experience with Contentful and Next.js.We Offer:Legal IMSS contract (no mix schema).10 vacation days after 1st year.5 PTOs per year after 3rd month.10 Mexican national holidays.25% Vacations Bonus.30 salary days as Christmas Bonus.Comprehensive Health and Life insurance.Health insurance for family members.Remote work support.Flexible Home Office depends on a project.Optional English lessons.Professional growth support.Monthly MXN 1,000.00 pantry vouchers.Svitla referral program.About Svitla:Svitla Systems is a multinational software development company headquartered in Silicon Valley, with business and development offices throughout the US, Mexico, and Europe (Ukraine, Poland, Western Europe). Svitla is an outspoken advocate of workplace flexibility, best known for its well-established remote culture, individual approach to our teammate’s professional and personal growth, and family-like environment.Since 2003, Svitla has served a wide range of clients, from innovative start-ups in California to mega-large corporations such as Ingenico, AstraZeneca, and Ancestry. At Svitla, developers work with clients’ teams directly, building lasting and successful partnerships, as a result of seamless integration with on-site processes.Svitla Systems’ global mission is to build a business that contributes to the well-being of our partners, personnel and their families, improves our communities, and makes a lasting difference in the world. Join us!SHAREIf you are interested in our vacancy, please send your CV. We will be happy to see you in our friendly team :)",N/A
frontend,MIDDLE/SENIOR FRONTEND ENGINEER - BACKBONE,Svitla Systems,Desde casa,https://mx.indeed.com/rc/clk?jk=64b361ccd3e438e2&fccid=2f27a82023b4a64f&vjs=3,N/A,Indeed,"Svitla Systems Inc. is looking for a Middle/Senior Front End (Backbone.js) Developer for a full-time position (40 hours per week) in Mexico. Our client is a global company that provides services and end-to-end projects. The aim is to offer comprehensive solutions to maximize the efficiency of business processes by implementing innovative technology with a different approach. The activity fields are Technology & Telecommunications, Industry, Energy, and Infrastructure. The client presents in more than 35 countries and has more than 1,000 clients.Requirements:3-5 + years of experience as a Front End DeveloperStrong knowledge of JavaScript.Proficiency in Backbone.jsInterest in learning about Vue.js.Responsibilities:Work a lot on the migrations, using Backbone.js. Migrate eventually to Vue.js, when it’s possible.We Offer:Legal IMSS contract (no mix schema).10 vacation days after 1st year.5 PTOs per year after 3rd month.10 Mexican national holidays.25% Vacations Bonus.30 salary days as Christmas Bonus.Comprehensive Health and Life insurance.Health insurance for family members.Remote work support.Flexible Home Office depends on a project.Optional English lessons.Professional growth support.Monthly MXN 1,000.00 pantry vouchers.Svitla referral program.About Svitla:Svitla Systems is a multinational software development company headquartered in Silicon Valley, with business and development offices throughout the US, Mexico, and Europe (Ukraine, Poland, Western Europe). Svitla is an outspoken advocate of workplace flexibility, best known for its well-established remote culture, individual approach to our teammate’s professional and personal growth, and family-like environment.Since 2003, Svitla has served a wide range of clients, from innovative start-ups in California to mega-large corporations such as Ingenico, AstraZeneca, and Ancestry. At Svitla, developers work with clients’ teams directly, building lasting and successful partnerships, as a result of seamless integration with on-site processes.Svitla Systems’ global mission is to build a business that contributes to the well-being of our partners, personnel and their families, improves our communities, and makes a lasting difference in the world. Join us!SHAREIf you are interested in our vacancy, please send your CV. We will be happy to see you in our friendly team :)",N/A
frontend,Senior FrontEnd Developer |LATAM|,BairesDev,"Puebla, Pue.",https://mx.indeed.com/rc/clk?jk=149f47715d9dba84&fccid=29707109e86166e5&vjs=3,N/A,Indeed,"BairesDev is proud to be one of the fastest-growing companies in Latin America and a welcoming, highly rated employer (Glassdoor Employee Score: 4.3). With more than 3500 employees in 27 countries and world-class clients from start-ups to Fortune 500 companies, we’re only as strong as the multicultural teams at the heart of our business. BairesDev runs on talent. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of IT Talent and nurture their professional growth on exciting projects for companies like Google, Pinterest, and Udemy.We are looking for FrontEnd Senior Developers to work from home and join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!These developers will face numerous technical challenges, so they must use current technologies, get involved in the mobile world, web applications, devices, etc.Main Activities:Design, build, and implement data-driven applications that consume service-oriented RESTful APIs to drive functionality and optimize front-end performance.Produce prototypes and effectively articulate design decisions.Identify and resolve performance and scalability issues, troubleshoot problems, and improve product quality.What are we looking for:5+ years of experience in Front End / Javascript development.Experience and total understanding of the challenges of large-scale CSS code bases and CSS architecture (web application, e-commerce, etc.).Expertise in positioning with CSS, inheritance and specificity.Familiarity with the concepts of basic programming, JavaScript and data structures, types of variables and idiosyncrasies.Accustomed to the use of debuggers and code tracking.Solid experience with Angular, Backbone, Node or React.Advanced English level.BairesDev Offers:100% remote work.- Flexible hours - make your own schedule!Diverse and multicultural work environment.Paid parental leave, vacation & holidays.Hardware setup for you to work from home.Excellent compensation — well above the market average.Extensive opportunities for growth and professional development thanks to our mentoring system.At BairesDev, remote work is at our core. Enjoy the opportunity to have a dynamic lifestyle, better health, and wellness. Find renewed passion in your job, improve your productivity, and benefit from attractive growth opportunities for your career.If you are interested in being part of a team composed of the best professionals and working 100% goal-oriented in an innovative environment, but with the structure and resources of a multinational market leader, do not hesitate to apply!",N/A
